Season,PlayerId,TeamId,FranchiseId,First Name,Last Name,Nick Name,Height,Weight,Date Of Birth,Hand,G,LD,RD,LW,C,RW,Aggression,Bravery,Determination,Teamplayer,Leadership,Temperament,Professionalism,Mental Toughness,Goalie Stamina,Acceleration,Agility,Balance,Speed,Stamina,Strength,Fighting,Screening,Getting Open,Passing,Puck Handling,Shooting Accuracy,Shooting Range,Offensive Read,Checking,Faceoffs,Hitting,Positioning,Shot Blocking,Stickchecking,Defensive Read,G Positioning,G Passing,G Pokecheck,Blocker,Glove,Rebound,Recovery,G Puckhandling,Low Shots,G Skating,Reflexes,Skating,Shooting,Playmaking,Defending,Physicality,Conditioning,Character,Hockey Sense,Goalie Technique,Goalie Overall Positioning,Ability,Potential
2034/2035,158761,15,15,Jordan,Del Castillo,,74,223,2011-7-4,Right,0,16,20,5,5,8,7,11,17,15,14,16,14,1,1,14,14,17,13,14,11,5,7,10,12,14,9,15,14,14,7,11,15,15,17,16,1,1,1,1,1,1,1,1,1,1,1,14,12,13,15,9,17,15,15,0,0,1.5,2
2034/2035,155350,24,24,Semyon,Vakilov,,71,205,2010-2-7,Right,0,19,20,8,5,5,11,13,19,12,13,13,16,1,1,15,15,15,15,15,13,13,8,15,16,17,13,17,16,15,9,17,16,14,18,16,1,1,1,1,1,1,1,1,1,1,1,15,15,12,15,12,17,13,16,0,0,3,4
2034/2035,158770,32,32,Kody,Foster,,72,208,2011-6-9,Left,0,8,5,20,10,16,5,11,17,12,13,19,14,1,1,14,14,18,15,15,11,7,14,15,14,15,14,11,15,15,11,13,15,8,17,15,1,1,1,1,1,1,1,1,1,1,1,15,18,12,13,10,17,14,15,0,0,2.5,2.5
2034/2035,163708,30,30,Ben,Wilson,,71,203,2012-7-2,Left,20,0,0,0,0,0,5,1,18,14,7,1,17,13,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,12,12,15,15,13,16,17,15,14,17,0,0,7,0,1,9,11,0,13,15,2.5,2.5
2034/2035,163709,34,34,Sam,MacKay,,73,217,2012-12-15,Right,0,5,8,13,10,20,16,14,19,12,12,4,14,1,1,15,14,14,13,15,14,13,15,13,15,16,13,8,13,15,11,18,14,10,14,16,1,1,1,1,1,1,1,1,1,1,1,14,14,12,13,15,17,11,13,0,0,2.5,4
2034/2035,155439,24,24,Dekel,Langlib,,72,208,2010-3-12,Left,0,5,8,15,10,20,9,12,13,13,13,14,15,1,1,16,15,14,15,16,16,8,17,16,16,16,16,8,14,14,14,18,15,7,13,14,1,1,1,1,1,1,1,1,1,1,1,15,16,12,12,14,17,12,15,0,0,3.5,4
2034/2035,155452,14,14,Joseph,Ouellet,,74,221,2010-5-1,Left,0,20,14,8,5,5,11,14,15,12,16,12,14,1,1,14,12,14,14,21,13,12,9,13,17,15,14,19,16,13,10,13,18,14,16,14,1,1,1,1,1,1,1,1,1,1,1,14,16,13,15,12,20,13,16,0,0,2.5,4.5
2034/2035,155569,15,15,Travis,Ruth,,76,223,2010-10-21,Left,0,8,5,19,20,19,6,9,18,12,12,20,15,1,1,15,15,14,16,14,10,7,12,16,14,15,16,5,15,11,12,10,16,8,13,13,1,1,1,1,1,1,1,1,1,1,1,15,13,12,12,9,16,12,15,0,0,2,2
2034/2035,155582,5092,5092,David,Beesley,,73,218,2010-8-30,Left,0,8,5,20,18,18,4,10,14,9,10,20,14,1,1,14,14,16,14,14,12,8,14,16,12,12,17,11,12,14,12,11,12,8,14,15,1,1,1,1,1,1,1,1,1,1,1,14,19,10,12,10,16,12,14,0,0,2,2
2034/2035,155618,27,27,Blake,Paul,,72,212,2010-12-22,Right,0,14,20,5,5,8,6,14,17,14,13,19,17,1,1,17,15,17,15,16,13,6,8,15,15,16,11,15,16,17,10,12,17,16,18,16,1,1,1,1,1,1,1,1,1,1,1,16,13,12,17,10,17,12,16,0,0,3,5
2034/2035,155642,30,30,Alex,Guthrie,,74,219,2010-2-4,Left,0,20,19,8,5,5,10,14,16,16,14,12,18,1,1,16,15,14,16,16,15,12,11,16,18,20,14,19,17,15,11,14,15,14,16,13,1,1,1,1,1,1,1,1,1,1,1,15,16,14,15,12,17,13,14,0,0,4.5,5
2034/2035,155770,22,22,Sean,Warr,,72,209,2010-12-5,Right,0,5,8,12,10,20,7,13,14,15,13,20,14,1,1,15,15,15,17,18,13,8,13,16,18,17,19,7,19,12,12,11,16,10,15,15,1,1,1,1,1,1,1,1,1,1,1,15,16,14,13,11,18,11,17,0,0,3.5,3.5
2034/2035,155798,5092,5092,Ewan,Grant,,74,213,2010-4-23,Right,0,15,20,5,5,8,11,11,13,14,12,13,17,1,1,15,15,15,16,19,15,7,7,17,18,18,13,19,17,13,13,15,15,15,16,15,1,1,1,1,1,1,1,1,1,1,1,15,16,14,14,11,19,11,15,0,0,4,4
2034/2035,179487,19,19,Kale,Szwez,,73,209,2015-6-10,Left,0,20,14,8,5,5,5,5,13,12,9,17,15,1,1,12,12,10,15,14,10,5,7,12,13,12,7,13,14,10,7,9,12,10,11,13,1,1,1,1,1,1,1,1,1,1,1,12,10,11,10,7,16,11,12,0,0,1.5,2
2034/2035,158886,32,32,Dylan,Keller,,71,203,2011-5-21,Left,0,8,8,19,20,15,9,13,19,14,13,11,15,1,1,15,16,15,16,19,16,10,16,16,15,17,17,11,16,16,17,16,16,10,15,16,1,1,1,1,1,1,1,1,1,1,1,15,19,13,14,14,19,13,16,0,0,4,4.5
2034/2035,155921,8,8,Ján,Hlavaty,,76,231,2010-4-28,Left,0,5,8,13,14,20,7,10,12,14,13,20,13,1,1,14,14,14,15,16,12,7,12,14,17,14,14,9,19,11,12,11,13,7,13,16,1,1,1,1,1,1,1,1,1,1,1,14,16,14,11,10,18,11,16,0,0,2,2.5
2034/2035,24373,11,11,Jesse,Puljujärvi,The Bison King,76,203,1998-5-7,Right,0,5,8,14,10,20,8,15,16,17,15,16,15,1,1,13,14,14,13,13,17,6,15,15,16,18,15,7,15,16,11,15,14,7,12,14,1,1,1,1,1,1,1,1,1,1,1,13,14,14,12,14,16,11,15,0,0,3,3
2034/2035,158908,20,20,Chris,Hady,,75,225,2011-5-15,Right,0,19,20,5,5,8,17,14,15,12,12,6,12,1,1,14,12,16,12,14,14,12,9,12,16,15,10,18,16,12,11,13,11,14,12,11,1,1,1,1,1,1,1,1,1,1,1,14,14,12,12,13,16,10,11,0,0,1.5,2
2034/2035,158915,32,32,Floyd,Roy,,73,215,2011-6-23,Left,0,20,15,8,6,5,10,13,21,11,10,12,13,1,1,14,13,16,14,16,15,10,12,11,16,16,11,16,15,19,11,14,15,13,15,16,1,1,1,1,1,1,1,1,1,1,1,14,13,11,15,12,17,14,15,0,0,2,4
2034/2035,163804,0,0,Brad,Millman,,75,228,2012-12-17,Right,0,14,20,6,5,8,10,13,20,12,13,12,13,1,1,14,13,15,14,15,13,11,7,10,13,15,12,17,14,14,8,16,16,14,16,15,1,1,1,1,1,1,1,1,1,1,1,14,14,11,15,11,17,14,15,0,0,2,2.5
2034/2035,156220,26,26,Judd,Giles,,74,211,2010-10-19,Left,0,20,14,8,5,5,10,13,16,15,13,13,13,1,1,14,15,17,15,17,15,10,9,17,17,19,11,18,17,19,12,15,16,14,14,17,1,1,1,1,1,1,1,1,1,1,1,15,14,13,15,12,18,13,16,0,0,3.5,5
2034/2035,168913,20,20,Jeff,Delmas,,72,208,2013-2-10,Left,0,20,18,8,5,5,4,9,13,12,11,18,17,1,1,15,13,12,14,15,11,9,7,11,19,15,11,15,15,12,9,9,14,11,14,14,1,1,1,1,1,1,1,1,1,1,1,13,13,13,12,8,17,12,14,0,0,2,2.5
2034/2035,25402,5088,5088,Samuel,Helenius,,78,223,2002-11-26,Left,0,8,5,20,19,10,15,15,14,15,14,9,16,1,1,13,12,15,16,11,14,11,17,14,13,16,14,5,13,15,14,17,15,8,15,15,1,1,1,1,1,1,1,1,1,1,1,14,12,12,13,15,15,11,13,0,0,3.5,3.5
2034/2035,163835,5088,5088,Kyle,Firlotte,,72,211,2012-8-11,Left,0,20,14,8,5,5,6,11,15,14,15,20,16,1,1,16,15,15,15,15,14,8,8,13,18,16,13,19,17,15,7,13,15,15,15,13,1,1,1,1,1,1,1,1,1,1,1,14,15,13,14,9,16,12,13,0,0,2.5,2.5
2034/2035,156473,11,11,Dave,Chauvin,,71,201,2010-10-17,Left,0,5,8,13,14,20,7,15,17,14,12,21,15,1,1,18,17,17,16,18,14,9,17,19,17,17,17,9,16,14,13,16,17,11,16,15,1,1,1,1,1,1,1,1,1,1,1,16,16,12,13,12,18,11,16,0,0,3.5,5
2034/2035,156489,28,28,Mike,Mosley,,75,228,2010-10-23,Right,0,8,5,20,15,19,6,11,16,14,12,20,15,1,1,15,15,15,15,15,13,12,13,16,16,15,16,7,17,14,14,12,14,8,13,14,1,1,1,1,1,1,1,1,1,1,1,15,15,13,12,11,17,13,16,0,0,2.5,3
2034/2035,179602,33,33,Josh,Pilon,,76,227,2015-10-4,Left,0,20,14,8,5,5,4,9,18,9,12,18,15,1,1,14,15,14,14,18,11,8,11,12,15,18,9,16,14,13,10,11,15,13,16,14,1,1,1,1,1,1,1,1,1,1,1,15,13,12,15,10,19,11,15,0,0,2,3.5
2034/2035,25835,3,3,Aron,Kiviharju,,72,194,2006-1-25,Left,0,20,17,8,5,5,8,18,18,16,15,13,15,1,1,19,18,18,16,17,12,8,11,16,18,17,12,19,17,14,7,14,18,15,16,16,1,1,1,1,1,1,1,1,1,1,1,17,15,14,15,12,18,13,17,0,0,4.5,4.5
2034/2035,26038,5090,5090,Kirill,Kaprizov,,70,203,1997-4-26,Left,0,8,6,20,10,18,8,17,16,19,17,15,19,1,1,15,15,16,18,17,12,7,13,17,19,18,17,8,18,13,11,14,13,7,14,13,1,1,1,1,1,1,1,1,1,1,1,16,16,15,11,12,18,13,17,0,0,4.5,4.5
2034/2035,159336,26,26,David,Stastny,,71,202,2011-11-23,Left,20,0,0,2,0,0,7,1,15,12,15,1,16,14,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,14,15,14,15,15,16,15,16,17,18,0,0,6,0,1,9,14,0,13,14,2,2.5
2034/2035,159494,12,12,Petteri,Virtanen,,75,227,2011-5-16,Right,0,8,8,13,20,14,10,13,17,11,12,11,16,1,1,17,16,17,16,16,15,9,18,17,16,16,16,7,16,16,17,13,16,10,17,16,1,1,1,1,1,1,1,1,1,1,1,16,15,12,14,13,17,12,16,0,0,5,5
2034/2035,159538,28,28,Jesper,Bergman,,76,231,2011-7-7,Right,0,19,20,5,5,8,10,11,16,14,12,11,12,1,1,13,13,15,15,15,13,9,6,13,16,15,13,16,19,13,9,12,14,13,14,12,1,1,1,1,1,1,1,1,1,1,1,14,14,13,13,10,17,13,13,0,0,2.5,3
2034/2035,169013,12,12,J.B.,Wolframe,,73,207,2013-10-23,Right,0,15,20,5,5,8,5,8,13,12,11,20,18,1,1,16,15,13,13,17,12,9,6,12,17,17,10,18,17,12,9,10,14,12,14,16,1,1,1,1,1,1,1,1,1,1,1,14,14,13,13,8,18,10,15,0,0,2.5,2.5
2034/2035,163960,4838,4838,Matt,Shalagan,,72,211,2012-10-29,Right,0,9,10,15,20,14,10,13,18,13,11,17,13,1,1,16,14,15,17,16,13,10,15,17,15,16,18,7,14,15,16,11,18,10,15,14,1,1,1,1,1,1,1,1,1,1,1,16,16,12,14,12,17,11,15,0,0,3,4
2034/2035,27073,10,10,Adam,Fox,,71,184,1998-2-17,Right,0,14,20,5,5,8,7,17,16,20,17,16,17,1,1,18,18,15,19,18,13,6,8,15,19,19,9,16,19,15,9,11,15,14,15,15,1,1,1,1,1,1,1,1,1,1,1,17,12,17,14,11,19,14,15,0,0,4.5,4.5
2034/2035,159753,28,28,Dana,Pattulo,,74,219,2011-7-23,Left,0,19,20,9,5,5,10,13,17,11,12,13,12,1,1,17,16,16,15,18,14,7,7,13,15,18,14,16,16,16,7,17,17,15,18,13,1,1,1,1,1,1,1,1,1,1,1,17,16,12,17,13,19,13,16,0,0,4.5,5
2034/2035,159845,30,30,Aleksandar,Ivanic,,71,203,2011-1-28,Left,0,5,9,15,11,20,9,11,14,10,12,13,17,1,1,15,16,15,15,15,14,11,16,16,16,16,16,9,19,12,14,14,16,9,15,14,1,1,1,1,1,1,1,1,1,1,1,15,17,11,13,12,17,11,17,0,0,3,4.5
2034/2035,159911,29,29,Christian,Viljanen,,74,222,2011-2-7,Left,0,8,8,12,20,12,10,11,16,10,12,11,16,1,1,15,15,14,14,16,15,13,17,17,20,15,16,7,17,14,19,14,16,10,16,15,1,1,1,1,1,1,1,1,1,1,1,14,15,13,14,13,17,11,17,0,0,3,3.5
2034/2035,160146,16,16,Ron,Sanders,,74,220,2011-4-25,Left,0,20,16,8,5,5,8,11,15,11,10,13,13,1,1,14,13,15,15,15,14,11,11,13,17,16,11,16,15,12,6,15,13,13,14,12,1,1,1,1,1,1,1,1,1,1,1,13,12,12,12,11,16,12,11,0,0,2.5,3
2034/2035,160155,34,34,David,McGorry,,73,199,2011-7-29,Left,0,20,15,8,5,5,16,16,10,10,11,6,16,1,1,9,13,10,14,11,9,16,10,13,16,15,11,16,15,14,8,15,13,13,15,10,1,1,1,1,1,1,1,1,1,1,1,10,13,11,12,12,15,10,11,0,0,1.5,2.5
2034/2035,160210,11,11,Ernest,McCord,,77,237,2011-7-18,Left,0,8,5,20,11,14,5,10,14,10,11,20,15,1,1,14,15,14,15,18,11,7,13,15,14,17,13,5,17,13,11,10,14,8,13,16,1,1,1,1,1,1,1,1,1,1,1,14,11,11,12,9,18,12,16,0,0,2.5,2.5
2034/2035,160222,24,24,Dave,Thomas,,75,227,2011-4-16,Right,0,14,20,5,5,8,9,13,14,12,12,11,14,1,1,17,12,14,14,16,13,7,6,13,15,19,9,17,17,12,9,13,12,12,14,13,1,1,1,1,1,1,1,1,1,1,1,16,14,12,13,11,18,12,13,0,0,3,3.5
2034/2035,160235,20,20,Joshua,Ritz,,74,221,2011-3-15,Left,0,8,5,20,11,14,6,10,14,11,10,20,14,1,1,18,15,17,16,13,13,6,16,16,15,16,16,8,15,14,12,12,16,7,13,14,1,1,1,1,1,1,1,1,1,1,1,17,16,12,12,11,16,11,15,0,0,2.5,3
2034/2035,160242,5088,5088,Zach,Milnthorp,,75,223,2011-10-28,Left,0,5,8,15,15,20,6,12,17,11,9,19,17,1,1,17,17,17,16,15,13,8,15,15,18,17,16,8,16,16,12,14,16,9,16,17,1,1,1,1,1,1,1,1,1,1,1,16,16,13,14,12,17,13,15,0,0,3,4
2034/2035,160307,29,29,Benoît,Dubuc,,72,209,2011-9-8,Left,0,8,5,20,10,15,10,10,16,10,11,10,20,1,1,13,13,13,13,19,14,12,14,17,14,14,15,8,14,16,13,14,16,8,14,16,1,1,1,1,1,1,1,1,1,1,1,13,15,11,13,12,19,12,15,0,0,2,3.5
2034/2035,174540,35,35,Doyle,Bailey,,72,211,2014-8-14,Left,0,5,8,12,11,20,11,12,14,13,11,11,15,1,1,13,14,12,14,14,13,9,12,12,12,14,14,7,14,13,12,14,14,11,13,12,1,1,1,1,1,1,1,1,1,1,1,13,14,11,12,12,16,11,13,0,0,1.5,2.5
2034/2035,160443,34,34,Jeremie,MacKenzie,,73,201,2011-9-11,Left,0,8,8,16,19,20,6,13,16,14,12,18,14,1,1,13,13,15,16,15,10,9,14,15,15,15,16,9,15,13,17,13,14,9,15,13,1,1,1,1,1,1,1,1,1,1,1,14,17,13,12,11,17,12,15,0,0,2.5,2.5
2034/2035,160495,31,31,Dave,Conway,,71,207,2011-6-25,Right,0,5,8,16,14,20,8,10,14,13,11,13,14,1,1,14,13,14,14,19,13,7,15,13,17,17,14,8,16,15,13,16,14,10,16,15,1,1,1,1,1,1,1,1,1,1,1,14,15,13,13,12,19,11,14,0,0,2.5,2.5
2034/2035,28651,26,26,Andrei,Svechnikov,,74,198,2000-3-26,Left,0,8,5,20,10,18,13,17,17,17,14,10,20,1,1,15,16,14,17,15,14,12,16,18,15,16,18,8,17,13,8,17,13,6,16,11,1,1,1,1,1,1,1,1,1,1,1,15,17,13,12,15,17,14,17,0,0,4,4
2034/2035,28662,4838,4838,Ivan,Demidov,,72,211,2005-12-10,Left,0,8,8,20,18,19,9,13,15,16,15,13,16,1,1,18,16,17,18,18,14,10,14,18,17,18,18,10,18,14,14,11,15,10,16,16,1,1,1,1,1,1,1,1,1,1,1,17,19,14,13,12,18,13,18,0,0,5,5
2034/2035,160792,21,21,Federico,De roberto,,73,213,2011-4-29,Left,0,8,5,20,10,14,11,13,14,14,13,13,15,1,1,15,14,14,16,15,13,9,14,15,15,15,15,7,16,13,13,12,16,8,14,13,1,1,1,1,1,1,1,1,1,1,1,15,14,13,12,12,17,12,15,0,0,2.5,2.5
2034/2035,160802,21,21,Justin,Dirk,,74,213,2011-2-21,Left,0,8,8,14,20,19,8,12,15,14,11,18,11,1,1,16,16,17,14,16,11,9,11,14,17,18,17,5,20,13,17,11,14,10,15,13,1,1,1,1,1,1,1,1,1,1,1,15,13,13,13,10,17,11,17,0,0,3,3
2034/2035,169130,5088,5088,Brandon,Bawa,,70,201,2013-7-12,Left,0,5,8,13,17,20,6,14,19,15,13,20,16,1,1,16,17,17,16,17,13,13,14,18,17,17,17,10,17,15,13,12,16,9,18,19,1,1,1,1,1,1,1,1,1,1,1,15,17,14,13,11,17,12,16,0,0,3,5
2034/2035,29048,35,35,Quinn,Hughes,,70,184,1999-10-14,Left,0,20,17,8,5,5,6,14,14,20,16,17,18,1,1,15,14,8,16,13,11,6,6,13,17,18,10,13,17,11,7,10,12,11,12,14,1,1,1,1,1,1,1,1,1,1,1,13,11,17,11,9,16,13,13,0,0,2.5,2.5
2034/2035,29061,12,12,Jason,Robertson,,75,220,1999-7-22,Left,0,5,8,20,12,18,10,16,16,16,16,16,17,1,1,9,14,15,13,13,18,7,12,17,16,13,19,7,16,13,10,13,13,4,11,15,1,1,1,1,1,1,1,1,1,1,1,12,16,13,10,13,16,13,16,0,0,3,3
2034/2035,29066,5,5,Brady,Tkachuk,,76,217,1999-9-16,Left,0,8,5,19,20,18,13,19,17,15,17,9,16,1,1,10,12,15,11,14,15,11,18,19,16,14,16,6,17,13,11,18,12,6,14,15,1,1,1,1,1,1,1,1,1,1,1,12,14,13,11,16,16,14,18,0,0,3,3
2034/2035,29106,5098,5098,Josh,Norris,,73,212,1999-5-5,Left,0,8,5,14,20,10,9,16,16,16,14,17,17,1,1,16,15,13,16,16,14,8,14,17,14,15,15,9,15,15,10,15,15,6,13,12,1,1,1,1,1,1,1,1,1,1,1,15,16,12,12,13,17,12,16,0,0,3,3
2034/2035,29167,26,26,Auston,Matthews,,75,208,1997-9-17,Left,0,8,5,17,20,12,9,15,16,15,19,15,20,1,1,14,13,16,11,16,16,5,12,20,16,15,20,8,19,18,17,13,12,7,10,14,1,1,1,1,1,1,1,1,1,1,1,13,18,13,11,13,17,15,19,0,0,4,4
2034/2035,160895,14,14,Marcel,Lacher,,75,228,2011-8-11,Right,0,8,8,14,20,12,5,11,17,15,12,18,13,1,1,15,16,14,14,18,10,6,13,15,16,17,13,6,17,11,15,9,18,6,14,13,1,1,1,1,1,1,1,1,1,1,1,14,12,13,12,9,18,11,16,0,0,2.5,2.5
2034/2035,29250,29,29,Calen,Addison,,71,187,2000-4-11,Right,0,16,20,5,5,8,8,14,14,17,14,16,14,1,1,15,15,12,14,15,11,9,6,15,17,18,11,17,14,15,7,15,15,11,13,12,1,1,1,1,1,1,1,1,1,1,1,13,14,15,13,10,17,12,13,0,0,3,3
2034/2035,174581,35,35,Grant,Shinnick,,72,194,2014-1-30,Left,0,20,14,8,5,5,5,9,13,12,12,20,13,1,1,14,11,17,14,14,9,9,5,13,11,17,8,12,11,11,7,13,13,14,16,15,1,1,1,1,1,1,1,1,1,1,1,15,10,10,13,8,17,10,14,0,0,1.5,2
2034/2035,29847,28,28,Nicolas,Beaudin,,71,181,1999-10-7,Left,0,20,19,8,5,5,8,13,13,16,14,16,16,1,1,13,17,13,14,14,9,7,5,12,14,17,11,17,16,12,8,13,12,16,12,11,1,1,1,1,1,1,1,1,1,1,1,13,14,14,13,9,17,11,11,0,0,2.5,2.5
2034/2035,29865,4182,4182,Emil,Järventie,,71,198,2005-4-4,Left,0,8,5,20,19,14,10,15,14,14,13,12,15,1,1,16,15,14,16,13,15,12,16,17,15,16,18,8,18,15,11,13,15,7,16,16,1,1,1,1,1,1,1,1,1,1,1,15,17,12,13,13,16,11,17,0,0,3.5,3.5
2034/2035,161449,24,24,Sergio,Ortega,,75,229,2011-8-31,Left,0,8,5,20,11,14,10,12,13,12,12,14,17,1,1,14,16,16,16,17,15,8,17,14,15,16,16,9,17,15,13,14,17,10,15,16,1,1,1,1,1,1,1,1,1,1,1,15,17,12,14,13,18,12,15,0,0,2.5,5
2034/2035,161468,20,20,Boris,Plakhov,,77,238,2011-8-17,Left,0,8,8,14,20,16,10,13,14,12,12,14,12,1,1,15,14,16,14,16,12,6,15,14,16,15,16,5,18,14,14,12,15,9,14,15,1,1,1,1,1,1,1,1,1,1,1,16,14,14,14,13,18,12,17,0,0,3,3
2034/2035,161623,5090,5090,Paul,Kariya Jr,,72,210,2011-7-5,Right,0,8,8,12,20,12,7,15,17,20,17,19,19,1,1,21,19,18,19,19,16,10,17,19,16,18,20,17,18,13,18,15,15,14,17,17,1,1,1,1,1,1,1,1,1,1,1,18,25,15,13,13,19,13,17,0,0,5,5
2034/2035,30845,11,11,Sean,Durzi,,72,203,1998-10-21,Right,0,20,19,5,5,8,10,17,14,16,14,13,14,1,1,14,15,11,13,12,11,8,6,16,17,16,10,15,14,16,7,15,14,16,13,12,1,1,1,1,1,1,1,1,1,1,1,12,12,15,14,11,16,11,13,0,0,2.5,2.5
2034/2035,164350,30,30,Spencer,Army,,76,237,2012-5-24,Right,0,14,20,5,5,8,8,9,15,11,10,11,12,1,1,11,12,13,13,17,10,10,10,11,16,14,10,15,12,13,8,13,13,13,14,12,1,1,1,1,1,1,1,1,1,1,1,13,13,12,14,11,19,12,13,0,0,2,2.5
2034/2035,164392,32,32,John,McEachran,,75,227,2012-2-27,Left,0,5,8,13,11,20,7,8,15,12,11,21,15,1,1,16,14,15,16,14,14,11,15,15,17,16,16,10,16,12,13,11,14,11,13,14,1,1,1,1,1,1,1,1,1,1,1,14,16,12,11,10,16,12,14,0,0,2.5,3.5
2034/2035,164586,22,22,Ondrej,Burian,,72,209,2012-1-19,Left,0,5,8,12,11,20,5,11,14,11,9,20,17,1,1,17,17,18,16,16,15,9,16,17,16,17,16,11,16,16,14,14,15,10,16,16,1,1,1,1,1,1,1,1,1,1,1,17,19,12,14,12,17,10,16,0,0,3,5
2034/2035,164684,4182,4182,Samuli,Pakkanen,,73,219,2012-3-3,Left,0,20,15,8,5,5,8,12,15,16,13,20,20,1,1,18,19,19,18,19,15,9,10,17,19,18,13,20,20,14,10,13,16,14,17,15,1,1,1,1,1,1,1,1,1,1,1,18,16,15,15,11,19,10,15,0,0,5,5
2034/2035,164818,5090,5090,Christoph,Blaschke,,75,225,2012-8-18,Left,20,0,0,0,0,0,2,1,19,18,11,1,19,10,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,13,15,14,13,15,16,14,20,15,18,0,0,9,0,0,10,10,0,13,14,2.5,5
2034/2035,164900,26,26,Aleksey,Kosmachyov,,74,220,2012-2-9,Left,0,20,14,8,5,5,13,10,18,14,14,16,18,1,1,17,16,15,16,17,18,10,9,15,18,19,14,20,19,17,12,18,20,16,19,18,1,1,1,1,1,1,1,1,1,1,1,16,17,14,18,13,18,15,19,0,0,5,5
2034/2035,164915,3,3,Ivan,Karzinkin,,75,226,2012-10-28,Left,0,5,8,13,10,20,8,13,13,11,11,14,18,1,1,15,17,17,17,17,15,8,16,18,20,17,18,7,13,14,16,14,16,11,14,16,1,1,1,1,1,1,1,1,1,1,1,15,15,13,12,12,18,11,14,0,0,3,3
2034/2035,32536,12,12,Jake,Oettinger,,77,239,1998-12-18,Left,20,0,0,0,0,0,6,1,14,18,13,1,17,14,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,15,17,14,15,15,16,13,16,16,15,0,0,9,0,1,10,12,0,15,16,4,4
2034/2035,32546,31,31,Spencer,Knight,,75,214,2001-4-19,Left,20,0,0,0,0,0,7,1,18,18,15,1,17,13,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,13,16,15,14,15,15,13,15,16,16,0,0,9,0,1,9,12,0,14,16,4.5,4.5
2034/2035,32555,21,21,Jack,Hughes,,71,186,2001-5-14,Left,0,8,5,14,20,12,8,15,16,20,17,20,17,1,1,18,17,16,16,19,10,5,13,17,20,20,17,8,20,13,13,10,14,7,14,16,1,1,1,1,1,1,1,1,1,1,1,16,16,16,12,11,19,13,18,0,0,4.5,4.5
2034/2035,32757,22,22,imon,Nemec,,73,213,2004-2-15,Right,0,19,20,5,5,8,8,16,14,16,13,14,15,1,1,15,13,17,16,18,15,8,9,13,17,17,13,18,18,14,8,13,17,12,14,13,1,1,1,1,1,1,1,1,1,1,1,16,15,15,14,12,18,12,15,0,0,3.5,3.5
2034/2035,32820,5088,5088,Filip,Chytil,,75,219,1999-9-5,Left,0,8,5,19,20,13,8,14,16,18,16,17,15,1,1,17,15,15,17,14,14,5,14,17,15,17,16,7,16,14,10,11,11,8,17,13,1,1,1,1,1,1,1,1,1,1,1,16,15,14,12,12,16,12,16,0,0,3.5,3.5
2034/2035,32928,5092,5092,Tyler,Angle,,70,194,2000-9-30,Left,0,8,5,19,20,14,8,15,15,16,12,14,15,1,1,15,13,11,15,15,12,8,13,13,16,13,14,6,13,13,11,17,12,8,11,14,1,1,1,1,1,1,1,1,1,1,1,13,13,14,11,13,17,11,13,0,0,2.5,2.5
2034/2035,165271,27,27,Gudmund,Tuunanen,,71,201,2012-11-6,Left,0,5,8,13,13,20,10,12,12,11,12,13,15,1,1,14,14,14,13,18,13,10,13,18,15,15,15,8,14,12,11,12,13,8,17,17,1,1,1,1,1,1,1,1,1,1,1,13,15,12,12,12,18,12,16,0,0,2.5,2.5
2034/2035,165314,11,11,Jeff,Miller,,71,202,2012-8-28,Right,0,15,20,5,5,8,6,11,16,12,12,19,15,1,1,14,13,17,13,14,11,8,7,12,14,16,10,18,13,11,9,11,13,15,15,15,1,1,1,1,1,1,1,1,1,1,1,15,15,12,14,10,17,11,15,0,0,2,4
2034/2035,33142,17,17,Rasmus,Dahlin,,75,207,2000-4-13,Left,0,20,19,8,5,5,9,18,16,18,16,14,15,1,1,14,18,15,17,16,14,5,8,15,18,17,9,15,19,14,8,15,16,13,16,14,1,1,1,1,1,1,1,1,1,1,1,15,12,15,14,12,18,13,15,0,0,3,3
2034/2035,165409,4838,4838,Gabriel,Myers,,73,217,2012-11-15,Left,0,14,20,5,5,8,9,12,12,13,12,12,12,1,1,14,11,13,14,19,14,10,7,13,17,16,10,16,17,13,8,14,15,14,15,12,1,1,1,1,1,1,1,1,1,1,1,13,13,13,14,11,19,9,13,0,0,2.5,3.5
2034/2035,169401,11,11,Samuel,Wise,,75,227,2013-9-4,Left,0,8,5,20,11,14,6,11,15,12,11,20,15,1,1,17,15,15,16,15,14,6,14,16,15,14,16,10,14,15,11,15,14,7,15,14,1,1,1,1,1,1,1,1,1,1,1,16,18,11,12,12,17,11,15,0,0,3,5
2034/2035,165689,4182,4182,Orest,Doroshenko,,72,210,2012-9-23,Left,0,8,5,20,10,14,6,14,18,11,14,21,17,1,1,18,19,17,19,17,16,7,17,18,14,16,21,9,15,16,15,16,15,8,14,17,1,1,1,1,1,1,1,1,1,1,1,17,19,11,12,13,17,11,15,0,0,4,5
